,name,sex,age,height,weight,team,noc,city,sport,event,Bronze,Gold,Silver
1221,Haykel Al-Achouri,M,27.0,184.0,84.0,Tunisia,TUN,London,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",0,0,0
1227,Chantal Achterberg,F,27.0,172.0,72.0,Netherlands,NED,London,Rowing,Rowing Women's Coxed Eights,1,0,0
1281,Luz Mercedes Acosta Valdez,F,31.0,164.0,63.0,Mexico,MEX,London,Weightlifting,Weightlifting Women's Middleweight,0,0,0
1316,"Amelia Lynn ""Amy"" Acuff (-Harvey)",F,37.0,188.0,66.0,United States,USA,London,Athletics,Athletics Women's High Jump,0,0,0
1318,Crox Ernesto Acua Rodrguez,M,22.0,192.0,89.0,Venezuela,VEN,London,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,0,0,0
1329,Mariko Adachi,F,29.0,162.0,51.0,Japan,JPN,London,Triathlon,Triathlon Women's Olympic Distance,0,0,0
1333,Yumi Adachi,F,23.0,160.0,,Japan,JPN,London,Synchronized Swimming,Synchronized Swimming Women's Team,0,0,0
1347,Idrissa Adam,M,27.0,178.0,79.0,Cameroon,CMR,London,Athletics,Athletics Men's 100 metres,0,0,0
1416,Tomasz Adamiec,M,30.0,171.0,69.5,Poland,POL,London,Judo,Judo Men's Lightweight,0,0,0
1421,Nafissatou Moussa Adamou,F,14.0,172.0,72.0,Niger,NIG,London,Swimming,Swimming Women's 50 metres Freestyle,0,0,0
1442,Antoine Xavier Adams,M,23.0,180.0,79.0,Saint Kitts and Nevis,SKN,London,Athletics,Athletics Men's 100 metres,0,0,0
1443,Antoine Xavier Adams,M,23.0,180.0,79.0,Saint Kitts and Nevis,SKN,London,Athletics,Athletics Men's 200 metres,0,0,0
1444,Antoine Xavier Adams,M,23.0,180.0,79.0,Saint Kitts and Nevis,SKN,London,Athletics,Athletics Men's 4 x 100 metres Relay,0,0,0
1455,Natalie Cammile Adams (-Brannan),F,20.0,173.0,65.0,United States,USA,London,Swimming,Swimming Women's 200 metres Butterfly,0,0,0
1483,Luke Kendall Adams,M,35.0,189.0,70.0,Australia,AUS,London,Athletics,Athletics Men's 50 kilometres Walk,0,0,0
1486,Lyukman Rasakovich Adams,M,23.0,194.0,87.0,Russia,RUS,London,Athletics,Athletics Men's Triple Jump,0,0,0
1494,Nicola Virginia Adams,F,29.0,164.0,51.0,Great Britain,GBR,London,Boxing,Boxing Women's Flyweight,0,1,0
1528,Valerie Kasanita Adams-Vili (-Price),F,27.0,193.0,120.0,New Zealand,NZL,London,Athletics,Athletics Women's Shot Put,0,1,0
1533,Filip Kamil Adamski,M,29.0,189.0,87.0,Germany,GER,London,Rowing,Rowing Men's Coxed Eights,0,1,0
1557,"Christopher Thomas ""Chris"" Adcock",M,23.0,183.0,80.0,Great Britain,GBR,London,Badminton,Badminton Mixed Doubles,0,0,0
1594,Jangy McKinley Addy,M,27.0,188.0,88.0,Liberia,LBR,London,Athletics,Athletics Men's Decathlon,0,0,0
1647,Abrar Osman Adem,M,18.0,168.0,58.0,Eritrea,ERI,London,Athletics,"Athletics Men's 5,000 metres",0,0,0
1668,Adenzia Aparecida Ferreira da Silva,F,25.0,187.0,65.0,Brazil,BRA,London,Volleyball,Volleyball Women's Volleyball,0,1,0
1673,Margaret Adetutu Adeoye,F,27.0,162.0,65.0,Great Britain,GBR,London,Athletics,Athletics Women's 200 metres,0,0,0
1695,Moriam Seun Adigun,F,25.0,153.0,52.0,Nigeria,NGR,London,Athletics,Athletics Women's 100 metres Hurdles,0,0,0
1724,Christian Donfack Adjoufack,M,28.0,175.0,80.0,Cameroon,CMR,London,Boxing,Boxing Men's Light-Heavyweight,0,0,0
1757,Jonna Eva-Maj Adlerteg,F,17.0,153.0,38.0,Sweden,SWE,London,Gymnastics,Gymnastics Women's Individual All-Around,0,0,0
1758,Jonna Eva-Maj Adlerteg,F,17.0,153.0,38.0,Sweden,SWE,London,Gymnastics,Gymnastics Women's Floor Exercise,0,0,0
1759,Jonna Eva-Maj Adlerteg,F,17.0,153.0,38.0,Sweden,SWE,London,Gymnastics,Gymnastics Women's Uneven Bars,0,0,0
1760,Jonna Eva-Maj Adlerteg,F,17.0,153.0,38.0,Sweden,SWE,London,Gymnastics,Gymnastics Women's Balance Beam,0,0,0
1774,"Rebecca ""Becky"" Adlington",F,23.0,179.0,70.0,Great Britain,GBR,London,Swimming,Swimming Women's 400 metres Freestyle,1,0,0
1775,"Rebecca ""Becky"" Adlington",F,23.0,179.0,70.0,Great Britain,GBR,London,Swimming,Swimming Women's 800 metres Freestyle,1,0,0
1844,Nathan Ghar-Jun Adrian,M,23.0,198.0,100.0,United States,USA,London,Swimming,Swimming Men's 100 metres Freestyle,0,1,0
1845,Nathan Ghar-Jun Adrian,M,23.0,198.0,100.0,United States,USA,London,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,0,0,1
1846,Nathan Ghar-Jun Adrian,M,23.0,198.0,100.0,United States,USA,London,Swimming,Swimming Men's 4 x 100 metres Medley Relay,0,1,0
1866,"Adriana ""Adrianinha"" Moiss Pinto",F,33.0,170.0,65.0,Brazil,BRA,London,Basketball,Basketball Women's Basketball,0,0,0
1907,Jasper Aerents,M,19.0,191.0,86.0,Belgium,BEL,London,Swimming,Swimming Men's 50 metres Freestyle,0,0,0
1908,Jasper Aerents,M,19.0,191.0,86.0,Belgium,BEL,London,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,0,0,0
1917,Sara Aerts,F,28.0,182.0,64.0,Belgium,BEL,London,Athletics,Athletics Women's Heptathlon,0,0,0
1942,Kseniya Dmitriyevna Afanasyeva,F,20.0,158.0,48.0,Russia,RUS,London,Gymnastics,Gymnastics Women's Team All-Around,0,0,1
1943,Kseniya Dmitriyevna Afanasyeva,F,20.0,158.0,48.0,Russia,RUS,London,Gymnastics,Gymnastics Women's Floor Exercise,0,0,0
1944,Kseniya Dmitriyevna Afanasyeva,F,20.0,158.0,48.0,Russia,RUS,London,Gymnastics,Gymnastics Women's Balance Beam,0,0,0
1947,Khairulnizam Mohd Afendy,M,19.0,182.0,70.0,Malaysia,MAS,London,Sailing,Sailing Men's One Person Dinghy,0,0,0
1954,Franois Jacques Affolter,M,21.0,186.0,74.0,Switzerland,SUI,London,Football,Football Men's Football,0,0,0
1984,Georgios Afroudakis,M,35.0,194.0,103.0,Greece,GRE,London,Water Polo,Water Polo Men's Water Polo,0,0,0
1987,Khristos Afroudakis,M,28.0,188.0,88.0,Greece,GRE,London,Water Polo,Water Polo Men's Water Polo,0,0,0
2003,Drago Agache,M,28.0,175.0,75.0,Romania,ROU,London,Swimming,Swimming Men's 100 metres Breaststroke,0,0,0
2014,Alphonsine Agahozo,F,16.0,160.0,50.0,Rwanda,RWA,London,Swimming,Swimming Women's 50 metres Freestyle,0,0,0
2018,Luca Agamennoni,M,31.0,187.0,93.0,Italy,ITA,London,Rowing,Rowing Men's Coxless Fours,0,0,0
2048,Komi-Mawussi Agbetoglo,M,18.0,,,Togo,TOG,London,Table Tennis,Table Tennis Men's Singles,0,0,0
2100,Marilyn Agliotti,F,33.0,172.0,58.0,Netherlands,NED,London,Hockey,Hockey Women's Hockey,0,1,0
2109,Yannick Agnel,M,20.0,202.0,90.0,France,FRA,London,Swimming,Swimming Men's 100 metres Freestyle,0,0,0
2110,Yannick Agnel,M,20.0,202.0,90.0,France,FRA,London,Swimming,Swimming Men's 200 metres Freestyle,0,1,0
2111,Yannick Agnel,M,20.0,202.0,90.0,France,FRA,London,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,0,1,0
2112,Yannick Agnel,M,20.0,202.0,90.0,France,FRA,London,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,0,0,1
2113,Yannick Agnel,M,20.0,202.0,90.0,France,FRA,London,Swimming,Swimming Men's 4 x 100 metres Medley Relay,0,0,0
2153,Anna Agrafioti,F,21.0,178.0,76.0,Greece,GRE,London,Sailing,Sailing Women's One Person Dinghy,0,0,0
2160,Ulrika Maria gren,F,25.0,176.0,74.0,Sweden,SWE,London,Handball,Handball Women's Handball,0,0,0
2163,Renzo Pasquale Zeglio Agresta,M,27.0,181.0,76.0,Brazil,BRA,London,Fencing,"Fencing Men's Sabre, Individual",0,0,0
2212,Alberto Martn Aguilar Surez,M,27.0,194.0,80.0,Venezuela,VEN,London,Athletics,Athletics Men's 4 x 400 metres Relay,0,0,0
2214,Alessandra Aguilar Morn,F,34.0,165.0,50.0,Spain,ESP,London,Athletics,Athletics Women's Marathon,0,0,0
2253,Iaki Aguilar Vicente,M,28.0,189.0,82.0,Spain,ESP,London,Water Polo,Water Polo Men's Water Polo,0,0,0
2263,Macarena Aguilar Daz,F,27.0,170.0,67.0,Spain,ESP,London,Handball,Handball Women's Handball,1,0,0
2279,Sandra Aguilar Navarro,F,19.0,167.0,50.0,Spain,ESP,London,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,0,0,0
2293,Julen Aguinagalde Akizu,M,29.0,196.0,113.0,Spain,ESP,London,Handball,Handball Men's Handball,0,0,0
2306,Jeinkler Ernesto Aguirre Manso,M,22.0,165.0,57.0,Cuba,CUB,London,Diving,Diving Men's Platform,0,0,0
2307,Jeinkler Ernesto Aguirre Manso,M,22.0,165.0,57.0,Cuba,CUB,London,Diving,Diving Men's Synchronized Platform,0,0,0
2318,Marcelo Vctor Aguirre,M,19.0,174.0,66.0,Paraguay,PAR,London,Table Tennis,Table Tennis Men's Singles,0,0,0
2327,Matas Aguirregaray Guruceaga,M,23.0,183.0,78.0,Uruguay,URU,London,Football,Football Men's Football,0,0,0
2329,Mikel Aguirrezabalaga Garca,M,28.0,196.0,92.0,Spain,ESP,London,Handball,Handball Men's Handball,0,0,0
2356,Feta Ahamada,F,25.0,160.0,50.0,Comoros,COM,London,Athletics,Athletics Women's 100 metres,0,0,0
2415,Johanna Maria Helne Ahlm,F,24.0,175.0,69.0,Sweden,SWE,London,Handball,Handball Women's Handball,0,0,0
2426,Christian Ahlmann,M,37.0,189.0,80.0,Germany,GER,London,Equestrianism,"Equestrianism Mixed Jumping, Individual",0,0,0
2427,Christian Ahlmann,M,37.0,189.0,80.0,Germany,GER,London,Equestrianism,"Equestrianism Mixed Jumping, Team",0,0,0
2449,Mohamed Ahmad Ali Gharib Juma,M,23.0,178.0,73.0,United Arab Emirates,UAE,London,Football,Football Men's Football,0,0,0
2452,Tontowi Ahmad,M,25.0,179.0,72.0,Indonesia,INA,London,Badminton,Badminton Mixed Doubles,0,0,0
2456,Waseem Ahmad,M,35.0,165.0,64.0,Pakistan,PAK,London,Hockey,Hockey Men's Hockey,0,0,0
2458,Elaheh Ahmadi,F,30.0,160.0,62.0,Iran,IRI,London,Shooting,"Shooting Women's Air Rifle, 10 metres",0,0,0
2459,Elaheh Ahmadi,F,30.0,160.0,62.0,Iran,IRI,London,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",0,0,0
2479,Azneem Ahmed,M,23.0,169.0,65.0,Maldives,MDV,London,Athletics,Athletics Men's 100 metres,0,0,0
2482,Fareed Ahmed,M,23.0,,,Pakistan,PAK,London,Hockey,Hockey Men's Hockey,0,0,0
2497,Mohammed Ahmed,M,21.0,182.0,56.0,Canada,CAN,London,Athletics,"Athletics Men's 10,000 metres",0,0,0
2515,Shehabeldin Ahmed Saad Ahmed Saad,M,21.0,174.0,73.0,Egypt,EGY,London,Football,Football Men's Football,0,0,0
2569,Odile Ahouanwanou,F,21.0,178.0,71.0,Benin,BEN,London,Athletics,Athletics Women's 100 metres Hurdles,0,0,0
2570,Murielle Ahour,F,24.0,165.0,58.0,Cote d'Ivoire,CIV,London,Athletics,Athletics Women's 100 metres,0,0,0
2571,Murielle Ahour,F,24.0,165.0,58.0,Cote d'Ivoire,CIV,London,Athletics,Athletics Women's 200 metres,0,0,0
2581,Gaby Diana Ahrens,F,31.0,169.0,60.0,Namibia,NAM,London,Shooting,Shooting Women's Trap,0,0,0
2590,Mohammad Ahsan,M,24.0,173.0,72.0,Indonesia,INA,London,Badminton,Badminton Men's Doubles,0,0,0
2604,Johannes Ahun,M,24.0,187.0,76.0,Estonia,EST,London,Sailing,Sailing Men's Windsurfer,0,0,0
2606,Michelle-Lee Raquel Ahye,F,20.0,160.0,64.0,Trinidad and Tobago,TTO,London,Athletics,Athletics Women's 100 metres,0,0,0
2607,Michelle-Lee Raquel Ahye,F,20.0,160.0,64.0,Trinidad and Tobago,TTO,London,Athletics,Athletics Women's 4 x 100 metres Relay,0,0,0
2615,Matteo Aicardi,M,26.0,192.0,102.0,Italy,ITA,London,Water Polo,Water Polo Men's Water Polo,0,0,1
2633,Neringa Aidietyt,F,29.0,177.0,60.0,Lithuania,LTU,London,Athletics,Athletics Women's 20 kilometres Walk,0,0,0
2638,Hannes Aigner,M,23.0,183.0,75.0,Germany,GER,London,Canoeing,"Canoeing Men's Kayak Singles, Slalom",1,0,0
2692,"Charles Benedict ""Ben"" Ainslie",M,35.0,183.0,90.0,Great Britain,GBR,London,Sailing,Sailing Men's One Person Heavyweight Dinghy,0,1,0
2718,Tassadit Assou,F,23.0,184.0,80.0,Algeria,ALG,London,Volleyball,Volleyball Women's Volleyball,0,0,0
2733,Zied Ait Ouagram,M,23.0,191.0,75.0,Tunisia,TUN,London,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",0,0,0
2740,Souad At Salem (-Mahour-Bacha),F,33.0,158.0,50.0,Algeria,ALG,London,Athletics,Athletics Women's Marathon,0,0,0
2773,Artur Surenovych Aivazian,M,39.0,177.0,88.0,Ukraine,UKR,London,Shooting,"Shooting Men's Air Rifle, 10 metres",0,0,0
2774,Artur Surenovych Aivazian,M,39.0,177.0,88.0,Ukraine,UKR,London,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",0,0,0
2775,Artur Surenovych Aivazian,M,39.0,177.0,88.0,Ukraine,UKR,London,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",0,0,0
2843,Muideen Akanji,M,20.0,,75.0,Nigeria,NGR,London,Boxing,Boxing Men's Middleweight,0,0,0
2875,Tolga Aslan Akcayli,M,19.0,,,Saint Vincent and the Grenadines,VIN,London,Swimming,Swimming Men's 50 metres Freestyle,0,0,0
2877,Tark Langat Akda,M,24.0,176.0,60.0,Turkey,TUR,London,Athletics,"Athletics Men's 3,000 metres Steeplechase",0,0,0
2882,Ahmet Akdilek,M,24.0,178.0,67.0,Turkey,TUR,London,Cycling,"Cycling Men's Road Race, Individual",0,0,0
2883,Ahmet Akdilek,M,24.0,178.0,67.0,Turkey,TUR,London,Cycling,Cycling Men's Individual Time Trial,0,0,0
2925,Taha Akgl,M,21.0,192.0,125.0,Turkey,TUR,London,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",0,0,0
2945,Giorgos Akhilleos,M,31.0,172.0,75.0,Cyprus,CYP,London,Shooting,Shooting Men's Skeet,0,0,0
2951,Habibollah Jomeh Akhlaghi,M,26.0,175.0,90.0,Iran,IRI,London,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",0,0,0
2958,Artur Kamilevich Akhmatkhuzin,M,24.0,187.0,79.0,Russia,RUS,London,Fencing,"Fencing Men's Foil, Individual",0,0,0
2959,Artur Kamilevich Akhmatkhuzin,M,24.0,187.0,79.0,Russia,RUS,London,Fencing,"Fencing Men's Foil, Team",0,0,0
3021,Foluke Antinuke Akinradewo,F,24.0,191.0,79.0,United States,USA,London,Volleyball,Volleyball Women's Volleyball,0,0,1
3027,Jonathan Akinyemi,M,23.0,188.0,85.0,Nigeria,NGR,London,Canoeing,"Canoeing Men's Kayak Singles, Slalom",0,0,0
3040,Malika Al-Akkaoui,F,24.0,160.0,49.0,Morocco,MAR,London,Athletics,Athletics Women's 800 metres,0,0,0
3093,Youssef Akrout,M,21.0,180.0,78.0,Tunisia,TUN,London,Sailing,Sailing Men's One Person Dinghy,0,0,0
3141,Chie Akutsu,F,27.0,155.0,51.0,Japan,JPN,London,Hockey,Hockey Women's Hockey,0,0,0
3143,Noah Akwu,M,21.0,160.0,74.0,Nigeria,NGR,London,Athletics,Athletics Men's 200 metres,0,0,0
3186,Ali Ahmed Al-Amri,M,27.0,155.0,51.0,Saudi Arabia,KSA,London,Athletics,"Athletics Men's 3,000 metres Steeplechase",0,0,0
3202,Dhaher Al-Aryani,M,39.0,182.0,73.0,United Arab Emirates,UAE,London,Shooting,Shooting Men's Trap,0,0,0
3204,Yousef Al-Askari,M,18.0,175.0,65.0,Kuwait,KUW,London,Swimming,Swimming Men's 200 metres Butterfly,0,0,0
3215,Rashid Salih Hamad Al-Athba,M,31.0,175.0,90.0,Qatar,QAT,London,Shooting,Shooting Men's Trap,0,0,0
3216,Rashid Salih Hamad Al-Athba,M,31.0,175.0,90.0,Qatar,QAT,London,Shooting,Shooting Men's Double Trap,0,0,0
3223,Nasser Salih Nasser Abdullah Al-Attiya,M,41.0,178.0,82.0,Qatar,QAT,London,Shooting,Shooting Men's Skeet,1,0,0
3242,Mohamed Mutlaq Khalaf Al-Azemi,M,30.0,178.0,64.0,Kuwait,KUW,London,Athletics,Athletics Men's 800 metres,0,0,0
3246,Mohanad Ahmed Dheyaa Al-Azzawi,M,15.0,173.0,65.0,Iraq,IRQ,London,Swimming,Swimming Men's 100 metres Butterfly,0,0,0
3262,Mubarak Muhammad Salem Al-Besher,M,24.0,,,United Arab Emirates,UAE,London,Swimming,Swimming Men's 100 metres Breaststroke,0,0,0
3296,Sultan Mubarak M. Al-Dawoodi,M,27.0,192.0,86.0,Saudi Arabia,KSA,London,Athletics,Athletics Men's Discus Throw,0,0,0
3304,Fehaid Al-Deehani,M,45.0,178.0,95.0,Kuwait,KUW,London,Shooting,Shooting Men's Trap,1,0,0
3305,Fehaid Al-Deehani,M,45.0,178.0,95.0,Kuwait,KUW,London,Shooting,Shooting Men's Double Trap,0,0,0
3307,Humaid Rashd Al-Derei,M,21.0,,65.0,United Arab Emirates,UAE,London,Judo,Judo Men's Half-Lightweight,0,0,0
3353,Ramzy Al-Duhami,M,40.0,162.0,70.0,Saudi Arabia,KSA,London,Equestrianism,"Equestrianism Mixed Jumping, Individual",0,0,0
3354,Ramzy Al-Duhami,M,40.0,162.0,70.0,Saudi Arabia,KSA,London,Equestrianism,"Equestrianism Mixed Jumping, Team",1,0,0
3375,Bahaa Al-Farra,M,21.0,175.0,65.0,Palestine,PLE,London,Athletics,Athletics Men's 400 metres,0,0,0
3377,Sara Abdulrahman Al-Flaij,F,16.0,170.0,72.0,Bahrain,BRN,London,Swimming,Swimming Women's 50 metres Freestyle,0,0,0
3380,Mostafa Muhammad Hisham Muhammad Salah Abdulhamid Al-Gamel,M,23.0,191.0,96.0,Egypt,EGY,London,Athletics,Athletics Men's Hammer Throw,0,0,0
3381,Nabil Mohammed Al-Garbi,M,18.0,175.0,65.0,Yemen,YEM,London,Athletics,"Athletics Men's 1,500 metres",0,0,0
3383,Mohamad Al-Garni,M,20.0,179.0,55.0,Qatar,QAT,London,Athletics,"Athletics Men's 1,500 metres",0,0,0
3398,Shinoona Salah Al-Habsi,F,19.0,162.0,60.0,Oman,OMA,London,Athletics,Athletics Women's 100 metres,0,0,0
3405,Bahya Mansour Al-Hamad,F,20.0,166.0,69.0,Qatar,QAT,London,Shooting,"Shooting Women's Air Rifle, 10 metres",0,0,0
3406,Bahya Mansour Al-Hamad,F,20.0,166.0,69.0,Qatar,QAT,London,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",0,0,0
3413,Hussain Jamaan Al-Hamdah,M,29.0,,,Saudi Arabia,KSA,London,Athletics,"Athletics Men's 5,000 metres",0,0,0
3418,Ismail Salem Al-Hammadi,M,24.0,173.0,68.0,United Arab Emirates,UAE,London,Football,Football Men's Football,0,0,0
3433,Barakat Mubarak Al-Harthi,M,24.0,173.0,67.0,Oman,OMA,London,Athletics,Athletics Men's 100 metres,0,0,0
3440,Ibrahim Al-Hasan,M,25.0,179.0,73.0,Kuwait,KUW,London,Table Tennis,Table Tennis Men's Singles,0,0,0
3446,Ahmed bin Saalim Al-Hatmi,M,27.0,170.0,70.0,Oman,OMA,London,Shooting,Shooting Men's Double Trap,0,0,0
3474,Abdullah Abdulaziz Al-Joud,M,37.0,178.0,60.0,Saudi Arabia,KSA,London,Athletics,"Athletics Men's 5,000 metres",0,0,0
3483,Hamdan Ismail Muhammad Al-Kamali,M,23.0,183.0,74.0,United Arab Emirates,UAE,London,Football,Football Men's Football,0,0,0
3522,Tameem Mohammed Ahmed Al-Kubati,M,23.0,168.0,58.0,Yemen,YEM,London,Taekwondo,Taekwondo Men's Flyweight,0,0,0
3547,Juma bin Dalmouk bin Juma bin Maktoum Al-Maktoum,M,27.0,166.0,68.0,United Arab Emirates,UAE,London,Shooting,Shooting Men's Double Trap,0,0,0
3551,Saeed bin Hasher Al-Maktoum,M,35.0,176.0,88.0,United Arab Emirates,UAE,London,Shooting,Shooting Men's Skeet,0,0,0
3553,Noor Hussain Al-Malki,F,17.0,155.0,43.0,Qatar,QAT,London,Athletics,Athletics Women's 100 metres,0,0,0
3565,Rand Saad Mahmood Al-Mashhadani,F,17.0,160.0,50.0,Iraq,IRQ,London,Archery,Archery Women's Individual,0,0,0
3623,Mhasin Al-Noor Fadlalla,F,18.0,158.0,40.0,Sudan,SUD,London,Swimming,Swimming Women's 50 metres Freestyle,0,0,0
3647,Moukheld Mahil F. Al-Outaibi,M,36.0,163.0,60.0,Saudi Arabia,KSA,London,Athletics,"Athletics Men's 5,000 metres",0,0,0
3648,Moukheld Mahil F. Al-Outaibi,M,36.0,163.0,60.0,Saudi Arabia,KSA,London,Athletics,"Athletics Men's 10,000 metres",0,0,0
3656,Abbas Al-Qaisoum,M,31.0,173.0,94.0,Saudi Arabia,KSA,London,Weightlifting,Weightlifting Men's Middle-Heavyweight,0,0,0
3667,Samira Al-Raf,F,38.0,156.0,49.0,Morocco,MAR,London,Athletics,Athletics Women's Marathon,0,0,0
3679,Abdullah Al-Rashidi,M,48.0,183.0,83.0,Kuwait,KUW,London,Shooting,Shooting Men's Skeet,0,0,0
3681,Talal Al-Rashidi,M,19.0,176.0,70.0,Kuwait,KUW,London,Shooting,Shooting Men's Trap,0,0,0
3693,Abouhalima Muhammad Al-Sa'id Abdallah Abouhalima,M,18.0,153.0,55.0,Egypt,EGY,London,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",0,0,0
3696,Omar Al-Sabahi Muhammad Muhammad Emira,M,35.0,174.0,73.0,Egypt,EGY,London,Rowing,Rowing Men's Lightweight Double Sculls,0,0,0
3720,Prince Abdullah Bin Moteb Al-Saud,M,27.0,178.0,69.0,Saudi Arabia,KSA,London,Equestrianism,"Equestrianism Mixed Jumping, Individual",0,0,0
3721,Prince Abdullah Bin Moteb Al-Saud,M,27.0,178.0,69.0,Saudi Arabia,KSA,London,Equestrianism,"Equestrianism Mixed Jumping, Team",1,0,0
3738,Fawaz Al-Shammari,M,35.0,182.0,76.0,Kuwait,KUW,London,Athletics,Athletics Men's 110 metres Hurdles,0,0,0
3768,Hicham Al-Siguni,M,19.0,172.0,61.0,Morocco,MAR,London,Athletics,"Athletics Men's 3,000 metres Steeplechase",0,0,0
3786,Majed Al-Tamimi,M,40.0,,,Saudi Arabia,KSA,London,Shooting,Shooting Men's Skeet,0,0,0
3816,Ali Mohamed Gharib Al-Zinkawi,M,28.0,195.0,102.5,Kuwait,KUW,London,Athletics,Athletics Men's Hammer Throw,0,0,0
3823,Tapani Jarkko Ala-Huikku,M,32.0,164.0,60.0,Finland,FIN,London,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",0,0,0
3828,Ayman Alaa El-Din Mohamed Fayez,M,21.0,181.0,72.0,Egypt,EGY,London,Fencing,"Fencing Men's epee, Individual",0,0,0
3830,Mahmoud Alaa El-Din Mahmoud Alian,M,21.0,189.0,84.0,Egypt,EGY,London,Football,Football Men's Football,0,0,0
3833,Marina Alabau Neira,F,26.0,164.0,55.0,Spain,ESP,London,Sailing,Sailing Women's Windsurfer,0,1,0
3860,"Danielle Remilekun B. ""Danni"" Alakija",F,16.0,182.0,71.0,Fiji,FIJ,London,Athletics,Athletics Women's 400 metres,0,0,0
3875,Salima El Ouali Al-Alami,F,28.0,179.0,58.0,Morocco,MAR,London,Athletics,"Athletics Women's 3,000 metres Steeplechase",0,0,0
3878,Noshad Alamian Darounkolaei,M,20.0,170.0,67.0,Iran,IRI,London,Table Tennis,Table Tennis Men's Singles,0,0,0
3880,Yenew Alamirew Getahun,M,22.0,178.0,57.0,Ethiopia,ETH,London,Athletics,"Athletics Men's 5,000 metres",0,0,0
3941,Janice Alatoa,F,23.0,166.0,55.0,Vanuatu,VAN,London,Athletics,Athletics Women's 100 metres,0,0,0
3953,Jordi Alba Ramos,M,23.0,170.0,66.0,Spain,ESP,London,Football,Football Men's Football,0,0,0
3997,Michael Albasini,M,31.0,172.0,67.0,Switzerland,SUI,London,Cycling,"Cycling Men's Road Race, Individual",0,0,0
3998,Michael Albasini,M,31.0,172.0,67.0,Switzerland,SUI,London,Cycling,Cycling Men's Individual Time Trial,0,0,0
4001,Ruslan Vladimirovich Albegov,M,24.0,192.0,156.0,Russia,RUS,London,Weightlifting,Weightlifting Men's Super-Heavyweight,1,0,0
4004,Il Alben,F,26.0,172.0,62.0,Turkey,TUR,London,Basketball,Basketball Women's Basketball,0,0,0
4049,Samantha Albert (Majendie-),F,41.0,165.0,59.0,Jamaica,JAM,London,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",0,0,0
4067,Nely Carla Alberto Francisca,F,29.0,179.0,90.0,Spain,ESP,London,Handball,Handball Women's Handball,1,0,0
4084,Emiliano Albn Antognazza,M,23.0,176.0,75.0,Uruguay,URU,London,Football,Football Men's Football,0,0,0
4159,Nicoleta Albu,F,23.0,183.0,76.0,Romania,ROU,London,Rowing,Rowing Women's Coxed Eights,0,0,0
4193,Dailenys Alcntara Pacheco,F,20.0,163.0,56.0,Cuba,CUB,London,Athletics,Athletics Women's Triple Jump,0,0,0
4199,Arnold Alcolea Nez,M,29.0,,,Cuba,CUB,London,Cycling,"Cycling Men's Road Race, Individual",0,0,0
4201,Kyle Scott Alcorn,M,27.0,185.0,82.0,United States,USA,London,Athletics,"Athletics Men's 3,000 metres Steeplechase",0,0,0
4242,Yamil Aldama Pozo (-Dodds),F,39.0,173.0,62.0,Great Britain,GBR,London,Athletics,Athletics Women's Triple Jump,0,0,0
4243,Andrea Dennise Aldana Bennett,F,23.0,172.0,68.0,Guatemala,GUA,London,Sailing,Sailing Women's One Person Dinghy,0,0,0
4247,Ibrahim Erikovych Aldatov,M,28.0,174.0,74.0,Ukraine,UKR,London,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",0,0,0
4300,David Alegre Biosca,M,27.0,184.0,75.0,Spain,ESP,London,Hockey,Hockey Men's Hockey,0,0,0
4305,Ramn Alegre Biosca,M,31.0,171.0,71.0,Spain,ESP,London,Hockey,Hockey Men's Hockey,0,0,0
4315,Jannet Alegria Pea,F,24.0,154.0,49.0,Mexico,MEX,London,Taekwondo,Taekwondo Women's Flyweight,0,0,0
4317,Jo Qesem Ayela Aleh,F,26.0,171.0,58.0,New Zealand,NZL,London,Sailing,Sailing Women's Two Person Dinghy,0,1,0
4321,Eric Javier Alejandro,M,26.0,180.0,81.0,Puerto Rico,PUR,London,Athletics,Athletics Men's 400 metres Hurdles,0,0,0
4329,Virgilijus Alekna,M,40.0,200.0,130.0,Lithuania,LTU,London,Athletics,Athletics Men's Discus Throw,0,0,0
4331,Aleksandar Emilov Aleksandrov,M,27.0,164.0,51.0,Bulgaria,BUL,London,Boxing,Boxing Men's Light-Flyweight,0,0,0
